Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Feature
"(-997.0, 684.50)",1327,0.09519368723098996,1145,182,0.13715146948003015,-1.6058500899543888,0.5419992520794743,0.06129610093685588,OPTIN_11SCN_ML
"[684.50, 760.50)",1100,0.07890961262553801,1001,99,0.09,-1.1313683896853028,0.17604049930780824,0.020901781116871236,OPTIN_11SCN_ML
"[760.50, 814.50)",845,0.06061692969870875,796,49,0.05798816568047337,-0.6572244311321769,0.03599316846824324,0.0044198812805109865,OPTIN_11SCN_ML
"[814.50, 859.50)",699,0.05014347202295552,676,23,0.032904148783977114,-0.06430445875211932,0.00021371944033740393,2.6710328163203527e-05,OPTIN_11SCN_ML
"[859.50, 955.50)",1661,0.11915351506456241,1627,34,0.020469596628537028,0.4231292637369428,0.017581831396606493,0.0021814793885307545,OPTIN_11SCN_ML
"[955.50, 1025.50)",1469,0.10538020086083214,1449,20,0.013614703880190605,0.8378933499007584,0.05099260829816896,0.00619392582560567,OPTIN_11SCN_ML
"[1025.50, 1103.50)",2100,0.15064562410329985,2084,16,0.007619047619047619,1.4244523617675426,0.16686683877280575,0.01925640867818498,OPTIN_11SCN_ML
"[1103.50, 1132.50)",824,0.059110473457675755,822,2,0.0024271844660194173,2.5735898956303016,0.1446562176051327,0.014318956894415478,OPTIN_11SCN_ML
"[1132.50, inf)",3867,0.277403156384505,3861,6,0.0015515903801396431,3.021918708170248,0.8216244813375608,0.07571707822680193,OPTIN_11SCN_ML
-998.0,48,0.003443328550932568,48,0,0.0,0.0,0.0,0.0,OPTIN_11SCN_ML
-997.0,0,0.0,0,0,0.0,0.0,0.0,0.0,OPTIN_11SCN_ML
"(-1.0, 0.50)",2477,0.17769010043041608,2473,4,0.0016148566814695195,2.9818895875355924,0.5181999309367142,0.04806817763533408,G5_ND_SPECII
"[0.50, 1.50)",3062,0.21965566714490675,3047,15,0.004898758981058132,1.8688592590175652,0.35648593263485706,0.03903206638495173,G5_ND_SPECII
"[1.50, 2.50)",1150,0.0824964131994261,1142,8,0.006956521739130435,1.5160915296701862,0.10002375992566072,0.011428197039698166,G5_ND_SPECII
"[2.50, 5.00)",939,0.06736011477761837,928,11,0.011714589989350373,0.9901331411218965,0.04274692141316635,0.0051352644078179865,G5_ND_SPECII
"[5.00, 14.00)",1303,0.09347202295552368,1261,42,0.03223330775134305,-0.043012601184382326,0.00017646429483400824,2.2056336627450856e-05,G5_ND_SPECII
"[14.00, 40.00)",1818,0.130416068866571,1708,110,0.06050605060506051,-0.7024053103098344,0.09046010276784577,0.011080648789958358,G5_ND_SPECII
"[40.00, inf)",1212,0.08694404591104735,1114,98,0.08085808580858085,-1.0142583770492761,0.14698089511496462,0.017623500934459593,G5_ND_SPECII
-2.0,1217,0.08730272596843615,1158,59,0.04847986852917009,-0.4680911046387126,0.023952371887561004,0.002967008168089579,G5_ND_SPECII
-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,G5_ND_SPECII
-3.0,721,0.05172166427546628,637,84,0.11650485436893204,-1.4190504621370836,0.20965312958577217,0.02420779834960397,G5_ND_SPECII
['I' 'P' 'D' 'M'],3341,0.2396700143472023,3330,11,0.0032924274169410356,2.2678289913101857,0.5011455082052224,0.05193670038953442,Marital_Status
['O' 'C'],814,0.05839311334289814,810,4,0.004914004914004914,1.8657365676806608,0.09455419373623791,0.010357032549667286,Marital_Status
['S' 'W' 'X'],2552,0.1830703012912482,2533,19,0.007445141065830721,1.4477173519693016,0.20763321491037753,0.023901356241886756,Marital_Status
['Q'],7233,0.5188665710186514,6836,397,0.054887321996405364,-0.5989815553176423,0.24862566773561107,0.030621793964045393,Marital_Status
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Marital_Status
"(-1.0, 460.00)",892,0.06398852223816356,815,77,0.08632286995515695,-1.0856206274787548,0.12845512936338968,0.01531210315307368,SP_F2_33
"[460.00, 1175.00)",949,0.06807747489239599,885,64,0.06743940990516333,-0.8182987572176756,0.06790242955000096,0.008258644407485787,SP_F2_33
"[1175.00, 1710.00)",829,0.059469153515064564,801,28,0.033775633293124246,-0.09134688197277807,0.0005180640747747801,6.473550385265622e-05,SP_F2_33
"[1710.00, 3275.00)",1602,0.11492109038737446,1564,38,0.02372034956304619,0.27241244251293706,0.0075206579362859325,0.00093718622924984,SP_F2_33
"[3275.00, 4675.00)",1295,0.09289813486370158,1274,21,0.016216216216216217,0.6603910795427526,0.03010300333695971,0.003695955318346081,SP_F2_33
"[4675.00, 7025.00)",1969,0.14124820659971304,1957,12,0.006094464195022855,1.6492579987421427,0.19300302861853333,0.02171616542939621,SP_F2_33
"[7025.00, 11325.00)",2244,0.16097560975609757,2231,13,0.005793226381461676,1.7002525181050627,0.22951155620229546,0.025666505727651254,SP_F2_33
"[11325.00, inf)",1595,0.11441893830703014,1591,4,0.0025078369905956114,2.5408203483519625,0.2756601900612636,0.027424654561144873,SP_F2_33
-2.0,2524,0.18106169296987087,2350,174,0.06893819334389857,-0.8418880109422577,0.19342730221540602,0.02348875063900044,SP_F2_33
-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,SP_F2_33
"(-1.0, 1520.50)",1313,0.0941893830703013,1181,132,0.10053313023610053,-1.2536884252549418,0.274358807048814,0.0322118013260203,AFF_B_09_01
"[1520.50, 1682.50)",1210,0.08680057388809183,1136,74,0.06115702479338843,-0.7137998127890066,0.0625300404719502,0.007654434419309349,AFF_B_09_01
"[1682.50, 1858.50)",1029,0.07381635581061693,985,44,0.042759961127308066,-0.33655131161210594,0.009818485251774896,0.0012215510315762403,AFF_B_09_01
"[1858.50, 2589.50)",2322,0.16657101865136298,2242,80,0.034453057708871665,-0.11190634990770976,0.0021991183919391646,0.0002747464531814422,AFF_B_09_01
"[2589.50, 3191.50)",2189,0.15703012912482067,2128,61,0.027866605756052994,0.10706066742229048,0.0017122523782282534,0.0002139293880440347,AFF_B_09_01
"[3191.50, 3405.50)",997,0.07152080344332855,983,14,0.014042126379137413,0.8065484716659741,0.03249076097310727,0.003954722634282844,AFF_B_09_01
"[3405.50, 3560.50)",697,0.05,690,7,0.010043041606886656,1.1457781296700587,0.03991405243571209,0.004733086424395445,AFF_B_09_01
"[3560.50, 3950.50)",1401,0.10050215208034434,1390,11,0.007851534618129907,1.3941604344604333,0.10786943417467587,0.012487874561531272,AFF_B_09_01
"[3950.50, inf)",2741,0.1966284074605452,2733,8,0.002918642831083546,2.3887103253822985,0.4389209514393648,0.04468503679728754,AFF_B_09_01
-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,AFF_B_09_01
"(-1.0, inf)",465,0.03335724533715925,457,8,0.017204301075268817,0.6002385303484354,0.009164330277249924,0.0011286484328679736,TRD_A_20
-2.0,7457,0.53493543758967,7079,378,0.050690626257207994,-0.515009580711332,0.18180308886518343,0.022477521640913295,TRD_A_20
-3.0,5977,0.4287661406025825,5932,45,0.0075288606324242936,1.4364508946215695,0.48078918077591387,0.05541213748886999,TRD_A_20
-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,TRD_A_20
"(-1.0, 1.50)",1952,0.1400286944045911,1812,140,0.07172131147540983,-0.8844592548723131,0.16866035295429424,0.02042116957578985,TRD_A_08
"[1.50, 2.50)",2151,0.1543041606886657,2056,95,0.04416550441655044,-0.3703625838914184,0.025267172612907098,0.003140468130276774,TRD_A_08
"[2.50, 3.50)",2205,0.15817790530846484,2146,59,0.026757369614512472,0.1488201604189907,0.003268999564746096,0.0004082482794813035,TRD_A_08
"[3.50, 4.50)",1955,0.1402439024390244,1931,24,0.012276214833759591,0.9427361332146349,0.08226059808182005,0.00991795246796565,TRD_A_08
"[4.50, 5.50)",1577,0.11312769010043042,1565,12,0.007609384908053266,1.42573113432032,0.125473558719498,0.014477663947171706,TRD_A_08
"[5.50, 6.50)",1142,0.08192252510760402,1134,8,0.0070052539404553416,1.5090616237419283,0.09866630067354333,0.011281919190496453,TRD_A_08
"[6.50, 8.50)",1282,0.09196556671449067,1275,7,0.00546021840873635,1.7597879896712794,0.13751022792518744,0.015265920707112217,TRD_A_08
"[8.50, inf)",838,0.060114777618364416,835,3,0.003579952267303103,2.1838161173168125,0.11978250601585068,0.012564724518095368,TRD_A_08
-2.0,797,0.057173601147776185,714,83,0.10414052697616061,-1.2929609643229472,0.1806547723824323,0.021129629647055122,TRD_A_08
-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,TRD_A_08
"(-1.0, 16.50)",2338,0.16771879483500718,2195,143,0.0611633875106929,-0.7139106236165689,0.12086669142373656,0.014795452446716262,VM01_SP_VM2_15
"[16.50, 40.50)",2462,0.17661406025824963,2382,80,0.03249390739236393,-0.05133420362456942,0.00047678982484813926,5.959218502665266e-05,VM01_SP_VM2_15
"[40.50, 59.50)",1591,0.11413199426111909,1558,33,0.020741671904462602,0.4096473460982799,0.01587973157737204,0.001971202734721296,VM01_SP_VM2_15
"[59.50, 92.50)",1840,0.13199426111908177,1818,22,0.011956521739130435,0.9694465025131747,0.08098064398801721,0.009743923955137864,VM01_SP_VM2_15
"[92.50, inf)",3962,0.2842180774748924,3949,13,0.003281171125694094,2.2712649849591795,0.5954376064443179,0.06167793339031943,VM01_SP_VM2_15
-2.0,1706,0.12238163558106169,1566,140,0.08206330597889801,-1.0303658649244896,0.2152467963060744,0.025775448808340234,VM01_SP_VM2_15
-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,VM01_SP_VM2_15
['1A' 'T' 'MB' 'M' 'UA' '5A' 'UB' '2A' '2B' '3A' 'BB'],2153,0.15444763271162124,2138,15,0.006967022758941012,1.5145725716168466,0.18699227430896703,0.021368384344194136,GEN11_SP_N_92
['GB' 'IB'],1829,0.1312051649928264,1813,16,0.008747949699289229,1.2851461696491366,0.1247669446990141,0.014604086755846409,GEN11_SP_N_92
['3B' '1B' 'FB' '4B' '5B' '6B'],1510,0.10832137733142037,1493,17,0.011258278145695364,1.0303261346170407,0.07323121086562212,0.008769344879426894,GEN11_SP_N_92
['JB'],824,0.059110473457675755,810,14,0.01699029126213592,0.6129735991852927,0.016842937962654066,0.0020730132982120656,GEN11_SP_N_92
['SB' 'PB'],1434,0.10286944045911048,1406,28,0.019525801952580194,0.47129624332947273,0.01843407629053247,0.0022831676639051227,GEN11_SP_N_92
['B' 'IA'],838,0.060114777618364416,817,21,0.025059665871121718,0.2161133382706466,0.002540261402524037,0.0003169161832529276,GEN11_SP_N_92
['F' 'G'],1850,0.1327116212338594,1763,87,0.047027027027027025,-0.43613925512264684,0.03111877992751781,0.003859307885273642,GEN11_SP_N_92
['P'],1063,0.07625538020086083,1006,57,0.053621825023518345,-0.5743172360407991,0.03318503051235552,0.0040920435447262034,GEN11_SP_N_92
['PA' 'S' 'I'],757,0.05430416068866571,710,47,0.062087186261558784,-0.729885950540631,0.041232111075244424,0.005042572078657014,GEN11_SP_N_92
['SA' 'J' 'AA'],970,0.06958393113342898,903,67,0.06907216494845361,-0.8439733848399142,0.07478288668133082,0.009079946283137637,GEN11_SP_N_92
['JA' '6A' 'GA' 'A' 'U' '4A' 'FA'],712,0.05107604017216643,650,62,0.08707865168539326,-1.0951653410213424,0.10484613289654011,0.012487731287505442,GEN11_SP_N_92
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,GEN11_SP_N_92
"(-1.0, 1.50)",5416,0.38852223816355813,5125,291,0.053729689807976364,-0.5764407820308168,0.1705096281447639,0.021023428867913113,SP_EDI_24
"[1.50, 4.50)",6634,0.475896700143472,6504,130,0.019596020500452217,0.4676348819061307,0.08409603250481316,0.01041725633017479,SP_EDI_24
"[4.50, inf)",1849,0.13263988522238163,1839,10,0.005408328826392645,1.7693888127443422,0.19981639167887333,0.022156446365228084,SP_EDI_24
-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,SP_EDI_24
"(-1.0, 94.50)",1554,0.1114777618364419,1418,136,0.08751608751608751,-1.1006554975099125,0.2317740365596242,0.027592564894281572,SP_G_37
"[94.50, 122.50)",1275,0.09146341463414634,1193,82,0.06431372549019608,-0.7674961440322705,0.07824141536836993,0.009546988747885697,SP_G_37
"[122.50, 143.50)",1133,0.08127690100430417,1081,52,0.04589585172109444,-0.41060521980815246,0.016682448700463696,0.0020707794877115517,SP_G_37
"[143.50, 159.50)",936,0.06714490674318507,906,30,0.03205128205128205,-0.037161394485109245,9.43590336643935e-05,1.1794200573024527e-05,SP_G_37
"[159.50, 206.50)",3134,0.2248206599713056,3067,67,0.021378430121250798,0.378759225857352,0.02711211303789601,0.0033689007014453334,SP_G_37
"[206.50, 269.50)",3113,0.2233142037302726,3065,48,0.015419209765499518,0.711598518596487,0.08220163380521628,0.010063753545039134,SP_G_37
"[269.50, inf)",2741,0.1966284074605452,2725,16,0.005837285662167092,1.6926316659916294,0.2785976998579832,0.03118461936266273,SP_G_37
-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,SP_G_37
-2.0,13,0.0009325681492109039,13,0,0.0,0.0,0.0,0.0,SP_G_37
[2],8286,0.5944045911047345,8180,106,0.012792662321988897,0.9010050166187922,0.32398569878799294,0.03918163827702861,E4_Q_17
[6],2744,0.19684361549497847,2648,96,0.03498542274052478,-0.12779159327687095,0.003414635995980765,0.0004265393022399276,E4_Q_17
[1 5 4 7 8 3],2910,0.20875179340028693,2681,229,0.07869415807560137,-0.9847801841842139,0.327796118383605,0.03939515305276698,E4_Q_17
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,E4_Q_17
"(-999996.0, 39.50)",1652,0.11850789096126256,1644,8,0.004842615012106538,1.8804427150703562,0.19393976360144677,0.021202823050129858,TRD_C_07
"[39.50, 61.50)",1338,0.09598278335724533,1327,11,0.008221225710014948,1.347777442667903,0.09799523648737826,0.011399070218403338,TRD_C_07
"[61.50, 85.50)",1488,0.10674318507890962,1465,23,0.015456989247311828,0.7091129866560841,0.03905932742002875,0.0047826255311078526,TRD_C_07
"[85.50, inf)",1044,0.07489239598278336,1002,42,0.040229885057471264,-0.2729196555044915,0.006352211018098733,0.0007915712199570452,TRD_C_07
-999997.0,6625,0.4752510760401722,6421,204,0.03079245283018868,0.004205835083898712,8.39017427403523e-06,1.0487710112118192e-06,TRD_C_07
-999998.0,1752,0.12568149210903873,1609,143,0.08162100456621005,-1.0244798021334574,0.217887144553846,0.026104016513353263,TRD_C_07
-999999.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,TRD_C_07
-999996.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_C_07
"(-1.0, 222.50)",3830,0.2747489239598278,3773,57,0.014882506527415143,0.7475711332638273,0.10992637644231425,0.013429511334646715,TRD_B_20
"[222.50, 868.50)",982,0.07044476327116213,967,15,0.015274949083503055,0.7211449754851511,0.026523080572450047,0.0032453623304638125,TRD_B_20
"[868.50, inf)",745,0.05344332855093257,719,26,0.0348993288590604,-0.12523849916636864,0.0008893247499060983,0.00011109300079199217,TRD_B_20
-95.0,43,0.003084648493543759,43,0,0.0,0.0,0.0,0.0,TRD_B_20
-100.0,848,0.060832137733142035,838,10,0.01179245283018868,0.9834296886221034,0.03818742329229928,0.004589917414495829,TRD_B_20
-27.0,36,0.002582496413199426,36,0,0.0,0.0,0.0,0.0,TRD_B_20
-999996.0,1536,0.11018651362984218,1474,62,0.040364583333333336,-0.27640263116174335,0.009601968849725999,0.0011964399373883515,TRD_B_20
-999997.0,398,0.02855093256814921,338,60,0.1507537688442211,-1.7163019856050152,0.19598586260930828,0.021874534411885617,TRD_B_20
-999998.0,1904,0.13658536585365855,1747,157,0.08245798319327731,-1.035593814080185,0.2433106418413974,0.02912370575491112,TRD_B_20
-66.0,37,0.002654232424677188,37,0,0.0,0.0,0.0,0.0,TRD_B_20
-87.0,32,0.0022955523672883787,31,1,0.03125,-0.0110161143807872,2.8002040546595936e-07,3.500237369583472e-08,TRD_B_20
-33.0,43,0.003084648493543759,41,2,0.046511627906976744,-0.4245784327215709,0.000681600186220877,8.456578874578655e-05,TRD_B_20
-39.0,30,0.002152080344332855,30,0,0.0,0.0,0.0,0.0,TRD_B_20
-999999.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,TRD_B_20
-82.0,33,0.002367288378766141,33,0,0.0,0.0,0.0,0.0,TRD_B_20
-69.0,36,0.002582496413199426,36,0,0.0,0.0,0.0,0.0,TRD_B_20
-62.0,34,0.0024390243902439024,34,0,0.0,0.0,0.0,0.0,TRD_B_20
-54.0,37,0.002654232424677188,36,1,0.02702702702702703,0.13851561959017644,4.7746951635660335e-05,5.963602169986303e-06,TRD_B_20
-67.0,38,0.00272596843615495,36,2,0.05263157894736842,-0.554631560969769,0.0010956641974482044,0.00013522915003983017,TRD_B_20
-97.0,33,0.002367288378766141,32,1,0.030303030303030304,0.02073258393379307,1.0077188814509443e-06,1.2596260419901422e-07,TRD_B_20
-70.0,49,0.00351506456241033,49,0,0.0,0.0,0.0,0.0,TRD_B_20
-76.0,42,0.0030129124820659973,42,0,0.0,0.0,0.0,0.0,TRD_B_20
-6.0,31,0.002223816355810617,31,0,0.0,0.0,0.0,0.0,TRD_B_20
-9.0,40,0.0028694404591104736,37,3,0.075,-0.9326976948898187,0.003937515805891671,0.00047509071699529577,TRD_B_20
-35.0,44,0.0031563845050215206,43,1,0.022727272727272728,0.3161967968276289,0.000272839110484221,3.396351939739388e-05,TRD_B_20
-1.0,37,0.002654232424677188,36,1,0.02702702702702703,0.13851561959017644,4.7746951635660335e-05,5.963602169986303e-06,TRD_B_20
-79.0,34,0.0024390243902439024,34,0,0.0,0.0,0.0,0.0,TRD_B_20
-29.0,40,0.0028694404591104736,40,0,0.0,0.0,0.0,0.0,TRD_B_20
-7.0,35,0.002510760401721664,35,0,0.0,0.0,0.0,0.0,TRD_B_20
-24.0,34,0.0024390243902439024,33,1,0.029411764705882353,0.05150424260054676,6.3159799828885145e-06,7.894102473600348e-07,TRD_B_20
-78.0,43,0.003084648493543759,42,1,0.023255813953488372,0.29266629941743494,0.00023087063092668456,2.8756273713472576e-05,TRD_B_20
-30.0,40,0.0028694404591104736,38,2,0.05,-0.5005643396994932,0.0009147471462099264,0.00011316438400101774,TRD_B_20
-22.0,39,0.0027977044476327115,39,0,0.0,0.0,0.0,0.0,TRD_B_20
-23.0,39,0.0027977044476327115,39,0,0.0,0.0,0.0,0.0,TRD_B_20
-47.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_20
-99.0,57,0.004088952654232425,57,0,0.0,0.0,0.0,0.0,TRD_B_20
-53.0,33,0.002367288378766141,33,0,0.0,0.0,0.0,0.0,TRD_B_20
-55.0,29,0.0020803443328550933,29,0,0.0,0.0,0.0,0.0,TRD_B_20
-73.0,39,0.0027977044476327115,39,0,0.0,0.0,0.0,0.0,TRD_B_20
-13.0,43,0.003084648493543759,42,1,0.023255813953488372,0.29266629941743494,0.00023087063092668456,2.8756273713472576e-05,TRD_B_20
-37.0,29,0.0020803443328550933,28,1,0.034482758620689655,-0.11279880869072967,2.791695341772515e-05,3.4877703359299485e-06,TRD_B_20
-58.0,32,0.0022955523672883787,31,1,0.03125,-0.0110161143807872,2.8002040546595936e-07,3.500237369583472e-08,TRD_B_20
-60.0,43,0.003084648493543759,43,0,0.0,0.0,0.0,0.0,TRD_B_20
-57.0,32,0.0022955523672883787,32,0,0.0,0.0,0.0,0.0,TRD_B_20
